easting,northing,density
511300.0,405900.0,0.30102998
460500.0,405500.0,0.69897
483300.0,405500.0,0.30102998
483700.0,405500.0,1.2787535
484100.0,405500.0,0.30102998
484500.0,405500.0,0.9542425
496900.0,405500.0,0.47712126
498100.0,405500.0,0.69897
511300.0,405500.0,0.47712126
460500.0,405100.0,0.60205996
473700.0,405100.0,1.1760913
478100.0,405100.0,0.9542425
483300.0,405100.0,0.60205996
485300.0,405100.0,0.9542425
488100.0,405100.0,0.47712126
496900.0,405100.0,0.9542425
498100.0,405100.0,0.60205996
504100.0,405100.0,0.47712126
511700.0,405100.0,0.47712126
460500.0,404700.0,0.69897
467700.0,404700.0,0.69897
473700.0,404700.0,1.2041199
478100.0,404700.0,1.0791812
483700.0,404700.0,0.69897
485300.0,404700.0,0.30102998
485700.0,404700.0,1.2787535
488100.0,404700.0,0.60205996
496900.0,404700.0,0.30102998
498100.0,404700.0,0.69897
512100.0,404700.0,0.845098
467700.0,404300.0,1.1139433
473700.0,404300.0,1.2041199
478100.0,404300.0,0.9542425
483700.0,404300.0,0.69897
486500.0,404300.0,1.3222194
486900.0,404300.0,1.2552725
487300.0,404300.0,1.2552725
487700.0,404300.0,1.2552725
488100.0,404300.0,1.5563025
488500.0,404300.0,1.2552725
488900.0,404300.0,1.5440681
489300.0,404300.0,1.8260748
489700.0,404300.0,0.47712126
498100.0,404300.0,0.60205996
504500.0,404300.0,0.60205996
460500.0,403900.0,0.30102998
467700.0,403900.0,1.0
478100.0,403900.0,1.4913616
483700.0,403900.0,0.60205996
490500.0,403900.0,1.5314789
497300.0,403900.0,0.90309
498100.0,403900.0,0.30102998
504900.0,403900.0,0.845098
512500.0,403900.0,0.9542425
460100.0,403500.0,0.60205996
467700.0,403500.0,1.1760913
478100.0,403500.0,1.3222194
483700.0,403500.0,0.69897
504900.0,403500.0,0.90309
512500.0,403500.0,0.60205996
459300.0,403100.0,0.47712126
467700.0,403100.0,1.146128
473300.0,403100.0,1.1760913
478100.0,403100.0,1.0791812
483700.0,403100.0,1.0
490900.0,403100.0,1.39794
497700.0,403100.0,0.30102998
504900.0,403100.0,0.60205996
459700.0,402700.0,1.30103
467700.0,402700.0,1.0413927
473300.0,402700.0,1.2787535
478100.0,402700.0,1.146128
483700.0,402700.0,1.0
490900.0,402700.0,1.4149733
497700.0,402700.0,1.0791812
504900.0,402700.0,0.69897
459700.0,402300.0,0.69897
467700.0,402300.0,1.0
473300.0,402300.0,1.2304488
478100.0,402300.0,1.0413927
483300.0,402300.0,0.69897
490900.0,402300.0,1.0791812
497700.0,402300.0,0.845098
459700.0,401900.0,0.47712126
467700.0,401900.0,1.2041199
477700.0,401900.0,0.90309
484100.0,401900.0,1.0413927
491300.0,401900.0,1.39794
491700.0,401900.0,0.60205996
497700.0,401900.0,0.7781513
505700.0,401900.0,0.845098
512500.0,401900.0,0.30102998
459300.0,401500.0,1.0
459700.0,401500.0,0.60205996
467700.0,401500.0,1.0791812
